Locality,Type_of_property,Subtype_of_property,Price,TransactionType,No_of_rooms,Kitchen,IsFurnished,Fireplace_exist,Garden,Terrace,Surface_area_of_land,Living_area,Facade_count,Swimming_pool,State_of_building
1420    —        Braine-l'Alleud      |,house,house,499000,for sale,4,1,0,0,0,0,1073m2,398m2,nu,0,good
Antwerpse Heirweg   54,house,villa,640000,for sale,4,1,0,1,0,0,2240m2,442m2,nu,0,as new
1080    —        SINT-JANS-MOLENBEEK      |,house,mixed use building,850000,for sale,0,1,0,0,0,0,650m2,650m2,3,0,good
1050    —        Ixelles      |,house,mansion,1750000,for sale,6,0,0,0,0,1,300m2,525m2,2,0,as new
Au-dessus du Rabais   106,house,house,275000,for sale,2,1,0,0,1,1,734m2,72m2,4,0,as new
Antwerpsesteenweg   179,house,house,330000,for sale,3,0,0,0,0,1,106m2,180m2,nu,0,as new
Jules De Saint-Genoisstraat   129,house,house,490000,for sale,3,0,0,0,1,1,148m2,nullm2,2,0,as new
Rue Emile Vandervelde   26,house,house,110000,for sale,4,0,0,0,0,1,650m2,207m2,3,0,good
Kerkstraat   134A,house,house,110000,for sale,2,0,0,0,0,0,349m2,141m2,4,0,to renovate
Rue de l'Aviation   29,house,house,45000,for sale,2,0,0,0,1,0,155m2,95m2,2,0,to renovate
Saint-Walburge,house,house,70000,for sale,3,1,0,0,0,1,105m2,nullm2,2,0,good
7141    —        Carnières      |,house,house,100000,for sale,2,1,0,0,0,1,713m2,140m2,nu,0,to renovate
Rue de Rotheux   66,house,house,119500,for sale,4,1,0,0,1,1,267m2,206m2,2,0,to renovate
Rue Pierre-Joseph Antoine   72,house,house,120000,for sale,7,0,0,0,1,0,1261m2,286m2,4,0,to renovate
Walenweg   129,house,house,125000,for sale,2,0,0,0,0,0,0m2,97m2,2,0,to renovate
rue Vinave   122,house,house,150000,for sale,2,1,0,0,1,0,110m2,84m2,2,0,good
6560    —        Erquelinnes      |,house,apartment block,150000,for sale,3,1,1,0,0,0,604m2,178m2,nu,0,to be done up
Rue Haute   153,house,house,155000,for sale,3,1,0,0,1,1,845m2,121m2,3,0,good
4100    —        Seraing      |,house,house,159000,for sale,2,0,0,0,1,0,745m2,95m2,3,0,to renovate
rue de Loverval   307,house,house,160000,for sale,2,1,0,0,0,1,330m2,150m2,3,0,good
7700    —        Mouscron      |,house,house,163000,for sale,5,1,0,0,1,1,630m2,122m2,2,0,to be done up
7134    —        LEVAL-TRAHEGNIES      |,house,house,165000,for sale,3,1,0,0,0,1,230m2,268m2,nu,0,good
Rue Saint Anne   170,house,house,169000,for sale,3,0,0,0,0,1,367m2,nullm2,3,0,
Westendelaan   162          Box 1,house,country cottage,169000,for sale,2,1,0,0,0,1,300m2,nullm2,nu,0,good
Rue Royale   7,house,house,170000,for sale,3,1,0,0,1,0,330m2,213m2,2,0,to renovate
"Hannuitsesteenweg   145,",house,house,174500,for sale,3,1,0,0,1,0,80m2,132m2,2,0,good
6220    —        Fleurus      |,house,villa,175000,for sale,5,1,0,0,0,1,453m2,170m2,nu,0,to be done up
7000    —        Mons      |,house,apartment block,180000,for sale,4,1,0,0,0,0,128m2,141m2,2,0,to be done up
7000    —        Mons      |,house,house,180000,for sale,4,1,0,0,0,0,128m2,141m2,2,0,to be done up
Avenue Emile Herman   436,house,house,180000,for sale,0,0,0,1,0,0,0m2,385m2,3,0,to be done up
Oude Liersebaan   87,house,house,185000,for sale,3,0,0,0,0,0,55m2,115m2,nu,0,to renovate
Rue du Bourg   25,house,house,185000,for sale,10,0,0,0,0,0,2664m2,nullm2,4,0,to restore
Blommekens   8,house,house,185000,for sale,3,1,0,0,0,0,250m2,163m2,nu,0,to renovate
Wingeveld   39,house,house,195000,for sale,3,1,0,0,0,0,327m2,184m2,nu,0,
Draaiboomstraat   29,house,house,198000,for sale,1,0,0,0,0,1,113m2,95m2,2,0,as new
Beringersteenweg   70,house,house,199000,for sale,3,1,0,0,0,1,584m2,144m2,4,0,to renovate
"Krombekestraat   88,",house,house,199000,for sale,3,0,0,0,0,0,245m2,60m2,nu,0,good
"Nieuwpoortsesteenweg   917,",house,house,200000,for sale,5,1,0,0,0,0,115m2,190m2,3,0,good
Rue des Chevaux   14,house,bungalow,209000,for sale,2,1,0,0,0,1,320m2,185m2,3,0,good
Rue des Chevaux   14,house,bungalow,209000,for sale,2,1,0,0,0,1,320m2,185m2,3,0,good
Tieltsesteenweg   78..,house,house,209000,for sale,4,1,0,0,1,0,300m2,183m2,2,0,as new
7100    —        La Louvière      |,house,house,210000,for sale,3,1,0,0,0,1,320m2,163m2,nu,1,good
1430    —        Quenast      |,house,house,215000,for sale,2,1,0,0,0,1,234m2,103m2,nu,0,good
Rue des Allies   64,house,mixed use building,218000,for sale,2,0,0,0,0,0,135m2,94m2,2,0,as new
Eikelstraat   48,house,house,219000,for sale,5,0,0,0,0,1,109m2,200m2,2,0,to renovate
Fonteinstraat   32,house,house,219500,for sale,4,0,0,0,0,0,255m2,171m2,2,0,to renovate
"Barisdamstraat   9,",house,house,220000,for sale,2,1,0,0,1,1,752m2,120m2,3,0,good
Dworpsestraat   70,house,town house,229000,for sale,2,1,0,0,1,1,210m2,91m2,2,0,to renovate
Blommekens   84,house,house,229000,for sale,2,0,0,0,0,0,200m2,100m2,2,0,good
Rue Léon Colleaux   51,house,mixed use building,230000,for sale,6,0,1,0,0,0,650m2,650m2,2,0,good
"Waaibergstraat   116,",house,house,232000,for sale,2,1,0,0,1,1,185m2,139m2,2,0,good
Voldersstraat   8,house,house,235000,for sale,2,0,0,0,0,0,584m2,102m2,3,0,
"Arthur Putzeysstraat   24,",house,house,235000,for sale,3,1,0,0,1,1,158m2,173m2,2,0,to renovate
Victor Frisstraat   54,house,house,235000,for sale,4,1,0,0,0,1,0m2,nullm2,2,0,good
Driepikkel   4,house,house,239000,for sale,2,0,0,0,0,0,87m2,102m2,2,0,
Kloosterstraat   50,house,house,239000,for sale,4,0,0,0,0,1,291m2,114m2,nu,0,as new
Rue Winston Churchill   24,house,apartment block,240000,for sale,5,1,0,0,0,1,0m2,250m2,2,0,
6560    —        Erquelinnes      |,house,farmhouse,240000,for sale,3,1,0,0,0,1,9422m2,167m2,nu,0,to be done up
6567    —        Merbes-le-Chateau      |,house,farmhouse,240000,for sale,3,1,0,0,0,1,9422m2,167m2,nu,0,to be done up
Rue des Chaufours   12          Box d,house,house,240000,for sale,3,1,0,0,1,1,468m2,129m2,3,0,good
Route D'oneux   18,house,house,245000,for sale,3,1,0,0,1,1,75m2,140m2,3,0,as new
Stationsstraat   45,house,house,249900,for sale,3,1,0,0,0,0,160m2,200m2,2,0,to be done up
Rue Camille Barthélemy   5,house,apartment block,250000,for sale,0,1,0,0,0,0,272m2,250m2,nu,0,good
1400    —        Gouy-Lez-Pietons      |,house,villa,255000,for sale,1,1,0,0,0,1,1300m2,66m2,nu,1,as new
1420    —        Braine-l'Alleud      |,house,house,255000,for sale,3,1,0,0,0,1,407m2,145m2,nu,0,to be done up
6181    —        Gouy-Lez-Pietons      |,house,villa,255000,for sale,1,1,0,0,0,1,1300m2,66m2,nu,1,as new
Peperstraat   57,house,house,255000,for sale,3,0,0,0,0,1,440m2,114m2,3,0,good
1420    —        Braine-l'Alleud      |,house,house,257500,for sale,2,1,0,0,0,0,338m2,100m2,nu,0,good
Chaussée de Tongres   285,house,mixed use building,265000,for sale,0,0,0,0,1,1,0m2,141m2,3,0,
"Burgemeester Jos. Chalmetlaan   59,",house,house,265000,for sale,4,0,0,0,1,0,256m2,270m2,nu,0,to renovate
Ninoofsesteenweg   54,house,house,272500,for sale,4,0,0,0,0,0,354m2,195m2,2,0,
Drève des Dix mètres   7,house,house,275000,for sale,2,0,0,0,0,1,0m2,131m2,2,0,to renovate
Molenstraat   18,house,town house,275000,for sale,2,0,0,0,0,1,96m2,182m2,1,0,as new
Martelarenlaan   29,house,mixed use building,275000,for sale,4,0,0,0,0,0,160m2,225m2,2,0,good
"Bostsestraat   15,",house,house,275000,for sale,6,1,0,0,1,0,270m2,295m2,2,0,good
"Rijselstraat   220,",house,house,275000,for sale,3,1,0,0,0,0,300m2,140m2,2,0,good
Verbroederingslaan   60,house,town house,275000,for sale,3,1,0,0,1,0,387m2,211m2,3,0,good
Walburgaweg   8,house,house,279000,for sale,2,1,0,0,0,1,400m2,156m2,2,0,good
Karel Gilsonstraat   22,house,house,280000,for sale,2,0,0,0,0,0,90m2,123m2,2,0,
"Provinciebaan   153,",house,house,280000,for sale,3,0,0,0,1,0,693m2,217m2,3,0,to renovate
Nederenamestraat   176,house,house,285000,for sale,4,0,0,0,0,0,833m2,358m2,3,0,to renovate
Lekestraat   24,house,house,289000,for sale,3,1,0,0,1,0,155m2,122m2,nu,0,as new
Rondplein   2,house,house,295000,for sale,2,0,0,0,0,1,235m2,117m2,3,0,just renovated
Kerkhofstraat   60,house,house,295000,for sale,3,1,0,0,0,0,0m2,nullm2,2,0,good
"Torenstraat   35,",house,house,295000,for sale,3,1,0,0,1,1,331m2,182m2,2,0,good
Stadenstraat   50,house,house,295000,for sale,1,1,0,0,0,0,220m2,nullm2,nu,0,good
Stationsstraat   82,house,house,299000,for sale,3,0,0,0,0,0,340m2,245m2,2,0,
Kwekerijstraat   76,house,house,299000,for sale,4,1,0,0,0,1,53m2,125m2,2,0,good
WIELSBEKESTRAAT   49,house,house,299000,for sale,5,0,0,1,0,0,879m2,305m2,nu,0,to renovate
Scheldedreef   24,house,house,299000,for sale,3,1,0,0,1,0,180m2,150m2,nu,0,as new
Arthur Puesstraat   412,house,house,310000,for sale,3,0,0,0,0,0,403m2,170m2,2,0,
RUE DE NAMUR   24,house,apartment block,315000,for sale,6,1,0,0,0,0,140m2,240m2,2,0,good
"Laarstraat   4,",house,house,319000,for sale,4,1,0,0,1,1,380m2,261m2,2,0,good
Bergensesteenweg   31,house,house,320000,for sale,4,1,0,0,0,0,243m2,220m2,nu,0,to be done up
Rue De La Délivrance   17          Box 2,house,house,325000,for sale,4,1,0,1,1,1,280m2,nullm2,3,0,as new
tour malherbe   3,house,house,329000,for sale,2,1,0,0,1,1,3600m2,110m2,4,0,as new
"Provinciebaan   155,",house,house,330000,for sale,3,0,0,0,0,0,651m2,309m2,2,0,to restore
Akkerstraat   13,house,house,339000,for sale,4,1,0,0,0,0,235m2,132m2,nu,0,to be done up
Noordland   30,house,house,339000,for sale,2,0,0,0,0,0,1100m2,210m2,4,0,to renovate
Geraardsbergsestraat   159,house,house,340000,for sale,2,1,0,0,0,1,470m2,140m2,4,0,as new
1190    —        Forest      |,house,house,345000,for sale,2,1,0,0,1,1,95m2,115m2,nu,0,
1420    —        Braine-l'Alleud      |,house,villa,349000,for sale,3,1,0,0,0,1,750m2,100m2,nu,0,good
Steenstraat   25,house,house,349000,for sale,2,0,0,0,0,0,697m2,210m2,4,0,
Heidestraat   11,house,house,349000,for sale,3,0,0,0,0,0,356m2,139m2,3,0,
Molenstraat   214,house,house,349000,for sale,5,0,0,0,0,0,280m2,323m2,2,0,good
Welvaartstraat   12,house,house,350000,for sale,2,1,0,1,1,1,85m2,130m2,2,0,just renovated
Brugsesteenweg   22,house,house,355000,for sale,3,0,0,0,0,0,451m2,260m2,3,0,good
Korte Van Sterbeeckstraat   2,house,house,359000,for sale,2,1,1,0,0,1,12m2,141m2,2,0,just renovated
1420    —        Braine-l'Alleud      |,house,house,365000,for sale,4,1,0,0,0,1,155m2,178m2,nu,0,good
1470    —        Genappe      |,house,villa,365000,for sale,2,1,0,0,0,1,812m2,134m2,nu,0,to be done up
1420    —        Braine-l'Alleud      |,house,house,375000,for sale,3,1,0,0,0,1,239m2,128m2,nu,0,good
Kerkstraat   147,house,house,375000,for sale,3,1,0,0,0,1,0m2,nullm2,nu,0,good
Rue Des Foulons   25,house,villa,375000,for sale,3,1,0,0,1,1,798m2,143m2,4,0,good
Rozenstraat   14          Box  LOT 2,house,house,376700,for sale,3,0,0,0,0,1,436m2,205m2,3,0,
1410    —        Waterloo      |,house,house,387500,for sale,3,1,0,0,0,1,460m2,137m2,nu,0,good
Akkerlaan   9,house,house,389000,for sale,2,0,0,0,0,0,561m2,187m2,4,0,to renovate
Wilselsesteenweg   369,house,house,389000,for sale,3,0,0,0,0,0,494m2,215m2,3,0,good
Bruggestraat   74,house,house,389000,for sale,3,0,0,0,0,1,1103m2,190m2,4,0,to renovate
5020    —        Vedrin      |,house,house,390000,for sale,4,1,0,0,0,1,0m2,166m2,nu,0,good
8570    —        Anzegem      |,house,house,392500,for sale,3,1,0,0,0,1,333m2,170m2,3,0,
1410    —        Waterloo      |,house,house,395000,for sale,4,1,0,0,0,1,400m2,225m2,nu,0,good
Lindeboomstraat   29,house,house,395000,for sale,3,1,0,0,1,0,135m2,nullm2,4,0,as new
Rue des Juifs   20/22,house,apartment block,395000,for sale,5,0,0,0,0,0,170m2,558m2,2,0,good
Hundelgemsesteenweg   923,house,bungalow,399000,for sale,3,1,0,0,0,1,984m2,154m2,4,0,to renovate
Leopold Ruelensstraat   14,house,house,410000,for sale,3,1,0,0,0,1,228m2,105m2,nu,0,just renovated
8570    —        Anzegem      |,house,house,417500,for sale,3,1,0,0,0,1,412m2,170m2,3,0,
Schoonstraat   173,house,house,419000,for sale,3,0,0,0,0,0,237m2,156m2,3,0,good
Twee Huizenstraat   44,house,house,425000,for sale,4,0,0,0,0,0,537m2,515m2,2,0,
1420    —        Braine -l'Alleud      |,house,house,425000,for sale,4,1,0,0,0,1,500m2,177m2,nu,0,as new
1420    —        Braine-l'Alleud      |,house,house,450000,for sale,4,1,0,0,0,1,450m2,143m2,nu,0,good
Ganzepoel   13,house,villa,450000,for sale,4,1,0,0,0,0,1550m2,362m2,nu,0,to be done up
Gildenstraat   61,house,house,460000,for sale,4,1,0,0,1,1,845m2,166m2,3,0,as new
Rue des Cahottes   110,house,house,460000,for sale,4,1,0,0,0,1,1420m2,310m2,4,0,as new
7033    —        Mons      |,house,house,460000,for sale,4,1,0,0,0,1,2000m2,240m2,nu,0,good
Chaussée d'Estaimpuis   35,house,house,469000,for sale,5,1,0,0,0,0,212m2,nullm2,nu,0,good
Karekietlaan   55,house,villa,475000,for sale,4,1,0,0,0,1,789m2,271m2,4,0,to renovate
Pepingensesteenweg   192,house,house,479000,for sale,4,1,0,0,0,0,2860m2,167m2,nu,0,to be done up
1480    —        Oisquercq      |,house,villa,480000,for sale,4,1,0,0,1,1,800m2,217m2,nu,0,as new
Terkeyen   15,house,house,485000,for sale,6,0,0,0,0,0,3835m2,320m2,nu,0,to be done up
Barelveldweg   128a,house,house,489000,for sale,4,1,0,0,0,0,277m2,nullm2,3,0,as new
Herkkantstraat   21,house,house,490000,for sale,9,0,0,0,0,1,6000m2,433m2,4,0,good
1420    —        Braine-l'Alleud      |,house,villa,495000,for sale,4,1,0,0,0,1,986m2,178m2,nu,0,good
1421    —        Ophain      |,house,villa,495000,for sale,4,1,0,0,0,1,986m2,178m2,nu,0,good
"Weststraat   116,",house,house,498000,for sale,4,1,0,0,0,1,421m2,157m2,4,0,as new
1390    —        Grez-Doiceau      |,house,house,499000,for sale,6,0,0,1,1,1,688m2,320m2,4,0,as new
Ninoofsesteenweg   1020,house,house,499000,for sale,2,0,0,0,0,0,829m2,386m2,2,0,
1495    —        Villers-la-Ville      |,house,villa,525000,for sale,4,1,0,0,0,1,1400m2,191m2,nu,0,good
Toekomststraat   4,house,mixed use building,525000,for sale,0,1,0,0,0,0,218m2,350m2,3,0,as new
1420    —        Braine-l'Alleud      |,house,villa,545000,for sale,3,1,0,0,0,1,577m2,124m2,nu,0,good
Kasteelstraat   43,house,house,549000,for sale,4,1,0,0,0,1,530m2,304m2,nu,0,to be done up
Basiliekstraat   121,house,house,550000,for sale,4,0,0,0,0,0,229m2,474m2,2,0,
"Chaussée d'Ecaussinnes, 146-148             Box 0",house,villa,550000,for sale,4,1,0,1,0,1,3364m2,300m2,4,1,
"Piet Nutenlaan   18,",house,house,559000,for sale,4,1,0,0,0,0,887m2,229m2,4,0,good
1410    —        Waterloo      |,house,house,560000,for sale,4,1,0,1,0,1,483m2,224m2,3,0,as new
Zuidervelodroom   25,house,house,585000,for sale,4,0,0,0,0,1,113m2,176m2,2,0,good
1380    —        Glabais (limite Lasne)      |,house,villa,595000,for sale,5,1,0,0,0,1,5912m2,257m2,nu,0,good
1470    —        Glabais      |,house,villa,595000,for sale,5,1,0,0,0,1,5912m2,257m2,nu,0,good
1473    —        Glabais      |,house,villa,595000,for sale,5,1,0,0,0,1,5912m2,257m2,nu,0,good
Kloosterstraat   75          Box -77-79,house,house,595000,for sale,3,0,0,0,1,1,0m2,175m2,2,0,good
Schieferweg   16,house,exceptional property,595000,for sale,11,0,0,0,0,0,2821m2,430m2,4,0,good
"Tieltstraat   57,",house,villa,598000,for sale,4,1,0,0,0,1,2493m2,300m2,4,0,as new
Steenweg Asse   247,house,villa,620000,for sale,6,1,0,0,0,0,3362m2,315m2,nu,0,good
Aartrijkestraat   87,house,house,620000,for sale,6,1,0,0,0,1,3090m2,nullm2,4,0,to be done up
Avenue Des Alouettes   13,house,villa,635000,for sale,5,1,0,1,1,1,1500m2,nullm2,1,1,good
1341    —        MOUSTY      |,house,house,650000,for sale,4,1,0,0,0,1,3200m2,200m2,4,1,good
Kerkhofstraat   4,house,house,650000,for sale,5,0,0,0,0,0,1633m2,nullm2,4,0,to renovate
1320    —        TOURINNES-LA-GROSSE      |,house,house,660000,for sale,4,1,0,1,1,1,1307m2,195m2,4,0,
Dodoensstraat   30,house,house,685000,for sale,6,1,0,0,0,1,0m2,330m2,nu,0,as new
Sint-Jakobsstraat   6,house,mixed use building,695000,for sale,2,0,0,0,0,1,99m2,127m2,2,0,good
Kan. Bittremieuxlaan   83,house,house,729000,for sale,4,0,0,0,1,1,1080m2,287m2,4,0,good
Bergensesteenweg   192,house,house,745000,for sale,4,0,0,0,0,0,3299m2,300m2,4,0,
Mechelsesteenweg   553          Box 1,house,house,745000,for sale,5,0,0,0,1,0,800m2,505m2,3,0,good
1150    —        Woluwé-Saint-Pierre      |,house,house,750000,for sale,4,1,0,0,1,1,146m2,270m2,2,0,
1435    —        CORBAIS      |,house,mixed use building,750000,for sale,0,1,0,0,0,0,678m2,360m2,4,0,just renovated
Oudburg   40,house,mansion,750000,for sale,0,0,0,0,0,0,200m2,nullm2,2,0,to be done up
Ganzestraat   12,house,house,760000,for sale,3,0,0,0,0,1,3431m2,293m2,4,0,good
Pittemstraat   109,house,villa,775000,for sale,5,1,0,0,0,0,8500m2,500m2,nu,0,
Vinkenlaan   29,house,villa,795000,for sale,6,1,0,0,0,0,3105m2,290m2,4,0,good
Paviljoenstraat   13,house,villa,865000,for sale,3,1,1,1,1,1,44827m2,260m2,4,0,as new
1060    —        Saint-Gilles      |,house,mixed use building,890000,for sale,9,1,0,0,0,0,86m2,313m2,3,0,to renovate
1700    —        Dilbeek      |,house,villa,895000,for sale,4,1,0,0,0,1,4017m2,278m2,nu,0,good
Eikstraat   10,house,mansion,895000,for sale,4,1,0,0,0,1,127m2,337m2,nu,0,as new
8300    —        Knokke-Heist      |,house,house,972000,for sale,6,0,0,0,0,1,154m2,220m2,2,0,good
De Kavee   5,house,exceptional property,985000,for sale,4,1,1,0,1,1,995m2,nullm2,4,0,
Kleine Sint-Jansstraat   21,house,mixed use building,990000,for sale,7,0,0,0,0,0,215m2,nullm2,2,0,to be done up
Rue Raymond Beaucarne   167,house,country cottage,995000,for sale,7,0,0,0,0,1,4432m2,nullm2,4,0,good
Gounodstraat   3,house,mansion,1075000,for sale,6,0,0,0,0,1,260m2,433m2,2,0,good
3090    —        Overijse      |,house,villa,1090000,for sale,5,1,0,0,1,1,5558m2,280m2,4,0,good
Piers de Raveschootlaan   48,house,house,1090000,for sale,6,1,0,0,0,0,0m2,nullm2,nu,0,just renovated
Brasschaatselei   8,house,villa,1150000,for sale,4,1,0,0,0,0,5200m2,350m2,4,1,as new
Rue Marianne   5,house,mansion,1200000,for sale,5,1,0,0,1,1,0m2,340m2,2,0,good
1420    —        Braine-l'Alleud      |,house,villa,1250000,for sale,4,1,0,0,0,1,2208m2,440m2,nu,0,good
1150    —        Woluwe-Saint-Pierre      |,house,villa,1295000,for sale,5,0,0,0,0,1,1244m2,300m2,4,0,to renovate
1040    —        BRUXELLES 4      |,house,mansion,1350000,for sale,5,0,0,0,1,1,265m2,366m2,2,0,good
Vrijheidstraat   40,house,house,1350000,for sale,6,1,0,1,1,1,350m2,350m2,1,0,as new
1020    —        LAEKEN (BRU.)      |,house,apartment block,1375000,for sale,0,0,0,0,0,1,0m2,517m2,nu,0,
1190    —        Forest      |,house,mansion,1450000,for sale,8,1,0,0,1,1,1032m2,640m2,2,0,
6680    —        MAGEROTTE      |,house,house,1450000,for sale,3,0,0,1,0,0,36160m2,165m2,4,0,
a,house,villa,1450000,for sale,3,1,0,0,0,1,767m2,254m2,4,0,as new
3140    —        Keerbergen      |,house,house,1490000,for sale,5,0,0,0,0,1,3300m2,893m2,4,0,good
8470    —        Gistel      |,house,villa,1495000,for sale,3,1,0,0,0,1,5924m2,642m2,nu,0,good
4770    —        Amblève      |,house,mixed use building,1500000,for sale,50,0,0,0,1,1,71907m2,2600m2,4,0,to be done up
Gerardsbroich   50,house,exceptional property,1550000,for sale,10,1,0,0,1,1,11500m2,1771m2,4,0,as new
1380    —        Lasne      |,house,villa,1680000,for sale,4,1,0,0,0,1,2400m2,500m2,4,0,as new
9100    —        SINT-NIKLAAS      |,house,apartment block,1750000,for sale,2,1,0,0,0,0,9021m2,2200m2,4,0,to be done up
8300    —        Knokke-Heist Knokke      |,house,villa,1785000,for sale,4,0,0,0,0,1,838m2,225m2,3,0,as new
1180    —        Uccle      |,house,villa,1995000,for sale,4,1,0,0,0,1,1349m2,312m2,4,0,as new
Heirweg   59,house,apartment block,2172500,for sale,0,1,0,0,0,0,1175m2,1275m2,nu,0,as new
Ambiorixlei   8          Box A,house,villa,2450000,for sale,5,1,0,0,0,1,8100m2,744m2,4,1,as new
3080    —        Tervuren      |,house,villa,2490000,for sale,5,1,0,0,0,1,1800m2,645m2,4,1,as new
Italiëlei   64,house,mansion,2500000,for sale,5,1,0,1,0,1,241m2,540m2,2,0,
1150    —        Woluwe-Saint-Pierre      |,house,villa,2750000,for sale,8,1,0,0,0,1,1700m2,nullm2,4,0,as new
1180    —        Uccle      |,house,house,2750000,for sale,5,0,0,1,0,1,1400m2,465m2,4,1,as new
1180    —        Uccle      |,house,villa,2790000,for sale,8,0,0,0,1,1,2000m2,550m2,4,1,
8300    —        Knokke-Heist      |,house,villa,2895000,for sale,4,1,0,0,0,1,1171m2,260m2,4,1,as new
Zevecotestraat   16,house,villa,3000000,for sale,4,0,0,1,0,1,10100m2,500m2,4,0,to be done up
1180    —        Uccle      |,house,exceptional property,4500000,for sale,7,1,0,0,0,1,4700m2,500m2,4,1,good
1180    —        Uccle      |,house,villa,5900000,for sale,6,0,0,1,0,1,7452m2,786m2,4,0,as new
1060    —        Saint-Gilles      |,house,apartment block,7300000,for sale,0,0,0,1,0,0,0m2,1950m2,2,0,good
Kerkwegel   11,house,house,270000,for sale,3,0,0,0,0,0,191m2,166m2,nu,0,
Hoornstraat   18,house,house,360000,for sale,3,0,1,0,0,0,1245m2,211m2,nu,0,just renovated
rue Sous l'Eau   17,house,house,90000,for sale,3,1,0,0,0,1,0m2,170m2,2,0,as new
Malmedyer Straße   33,house,house,137500,for sale,3,0,0,0,0,0,77m2,105m2,2,0,to renovate
Kleine Gaffelstraat   11,house,house,138000,for sale,3,1,0,0,0,1,50m2,150m2,2,0,good
Mercatorstraat   135,house,house,185000,for sale,3,1,0,0,0,1,70m2,122m2,2,0,to be done up
Burgemeester Lionel Pussemierstraat   62./..,house,house,232500,for sale,4,1,0,0,0,0,142m2,nullm2,2,0,as new
Rue des Chardonnerets   23,house,house,259900,for sale,3,1,0,0,0,1,240m2,145m2,3,0,good
